index,name,holc_id,holc_grade,geometry,loc_year,median,mean,min,max,std,num_pixels
20,Grymes Hill,C10,C,"POLYGON ((577171.9749726115 4496562.17207431, 577177.7704691992 4496546.20856421, 577155.4531582798 4496449.033719154, 577160.8098527903 4496397.81280789, 577175.1210798655 4496336.268780733, 577219.4468078279 4496250.197972219, 577207.7654347799 4496213.220902135, 577167.691153454 4496146.639734174, 577105.0725956387 4496018.595344746, 577009.8474919163 4495893.216856761, 576997.5089561078 4495872.43723403, 576901.6694149836 4495935.059968024, 576628.3129828712 4496157.387975134, 576669.6388587953 4496205.886477834, 576742.7619517561 4496290.766994493, 576922.8329154897 4496144.400668264, 577023.8538272546 4496331.326506512, 576894.8809746106 4496436.552476846, 576927.2188363972 4496654.006330998, 576939.5726076864 4496703.806284929, 577171.9749726115 4496562.17207431))",NYStatenIsland1940,300.21380615234375,300.4980773925781,297.4125671386719,304.4378967285156,1.6135717630386353,236.0
21,Ft. Wadsworth,C11,C,"POLYGON ((579376.9105235458 4495534.306011531, 579254.9550734633 4495750.355670772, 579080.4301182425 4495615.287251388, 578858.2948880906 4495512.770034123, 578790.9542845521 4495510.054010498, 578695.2681751041 4495245.671218841, 578618.1658773372 4495054.069070257, 578454.0022244924 4495404.747778655, 578716.9333403145 4495548.751621694, 578613.654524531 4495711.923854249, 578487.3756624127 4495958.982872217, 579252.7490424936 4496466.85362069, 579331.6230295746 4496499.741532098, 579456.0332345667 4496316.591131054, 579456.0649370806 4496257.101100786, 579512.1863790489 4496255.296608306, 579573.9231940089 4496179.639495754, 579599.9380022464 4496116.219653657, 579502.5930123781 4496080.325708571, 579467.5107945504 4495975.989681652, 579312.5116535262 4495915.444848305, 579454.5968755545 4495659.751897664, 579492.1381814602 4495646.931392201, 579524.1799528121 4495584.172014302, 579376.9105235458 4495534.306011531))",NYStatenIsland1940,303.15521240234375,302.6394958496094,296.3517150878906,305.1087341308594,1.6060631275177002,741.0
22,Arrochar Park,C12,C,"POLYGON ((578485.8164303838 4494615.493125226, 578470.7190359134 4494826.71825206, 578459.0994487647 4494879.686347349, 578429.3534816771 4494942.743354722, 578611.3933090349 4495037.23930563, 578618.1658773372 4495054.069070257, 578695.2681751041 4495245.671218841, 579022.9474239134 4495144.166459468, 579061.4387235937 4495307.244734255, 579080.3770539116 4495341.902484934, 579327.356015024 4494886.963180006, 579425.3253427717 4494677.24496686, 579347.3316458436 4494673.208132164, 579274.1025544083 4494646.680451473, 579083.9349606415 4494599.580608265, 579037.5283155283 4494651.378953048, 578593.0890305254 4494456.143766202, 578523.9361658436 4494490.876722224, 578485.8164303838 4494615.493125226))",NYStatenIsland1940,303.2333984375,303.15325927734375,299.8350830078125,305.2912292480469,0.9728268384933472,550.0
23,Grassmere,C13,C,"POLYGON ((577506.7963938592 4494898.905276239, 577501.5930000654 4494984.702773407, 577467.8437592287 4495039.043510448, 577636.3993163147 4495373.902913122, 577698.3961063963 4495214.286213678, 577751.4212589168 4495143.721651802, 577810.448824044 4495076.224534499, 577839.9001234755 4495048.485358462, 577793.4176256398 4494973.87504826, 577741.4467885989 4494943.281745329, 577633.0329979328 4494925.122092417, 577506.7963938592 4494898.905276239))",NYStatenIsland1940,300.9131774902344,300.795654296875,299.02880859375,302.6811828613281,1.0726649761199951,98.0
24,"Midland Heights, Linden Park",C14,C,"POLYGON ((576797.0764586306 4495375.743983618, 576787.4384311037 4494964.684474268, 576768.2126354298 4494781.175621303, 576813.5879622005 4494710.722108922, 576858.238539042 4494710.581632587, 576913.4582817027 4494797.098686659, 576964.1112382892 4494858.325178952, 577026.3686706366 4494905.848169929, 577252.9753295264 4494872.134005628, 577410.6063312585 4494915.240926878, 577467.8437592287 4495039.043510448, 577501.5930000654 4494984.702773407, 577506.7963938592 4494898.905276239, 577462.8206620052 4494776.239704904, 577407.7993646273 4494748.621403678, 577419.5053127668 4494686.636356438, 577517.1446236384 4494484.298810606, 577435.4507383222 4494410.320788484, 577367.8954551583 4494330.479270349, 577276.8134309002 4494385.632929362, 577182.5512898082 4494359.61152456, 577116.6827780028 4494213.671668518, 577079.5903564632 4494105.094037305, 576959.3215814603 4493967.604560367, 577070.8914901938 4493876.589907109, 577208.5896744002 4493787.850168719, 577077.0273930734 4493575.096014077, 577207.6084327737 4493494.293913863, 577130.2238994302 4493391.299799443, 577292.2969507976 4493280.765775961, 577261.7538855331 4493219.332147201, 577420.7217679601 4493117.783431006, 577325.4304079879 4492995.559104975, 577191.7416051108 4492792.778578346, 576844.5540470899 4493003.610556416, 576690.6204490418 4493105.22471686, 576249.1535983216 4493391.249232646, 576054.8767346877 4493505.482449663, 575944.2916926866 4493383.173336743, 575844.5902777222 4493455.095253192, 575870.46569257 4493492.287950701, 575980.4289760124 4493597.602948786, 576051.7075746643 4493945.367831853, 576065.6309805471 4493947.441787173, 576082.0339448212 4493949.885044075, 576132.8822324035 4494012.917644, 576180.8149136374 4494046.266845158, 576429.0744089531 4494237.146686071, 576634.3599817066 4494381.106505794, 576487.0964930922 4494462.939067475, 576359.3641244844 4494523.336244779, 576191.938753877 4494610.575960432, 576161.9378736602 4494633.509219234, 576312.0587048554 4494821.765291437, 576344.4802686535 4494876.589928483, 576300.2144439919 4494878.540395516, 576238.0390142708 4494901.142971636, 576178.1623716705 4494934.988470547, 576151.9880172046 4494977.19212411, 576156.3308596171 4495024.515709875, 576177.6472669478 4495063.999285621, 576243.8270859072 4495121.571072984, 576296.5782293926 4495154.965688768, 576308.2248328325 4495195.952522963, 576414.4812903652 4495189.028825159, 576578.3135017854 4495215.552601805, 576616.0285652766 4495381.010750989, 576661.4877437833 4495419.139762068, 576708.9385085219 4495498.155254434, 576714.0983055815 4495543.881911957, 576731.5124406214 4495571.305004393, 576781.2722881583 4495582.234539941, 576815.568371273 4495610.633119013, 576797.0764586306 4495375.743983618))",NYStatenIsland1940,303.1331787109375,303.2267150878906,300.8299255371094,307.9328918457031,0.9213247895240784,2336.0
25,"Grant City, Midland Beach",C15,C,"POLYGON ((575944.2916926866 4493383.173336743, 575824.1671302399 4493248.096135071, 575889.8506836854 4493198.268272481, 576050.6840313515 4493050.019592964, 576146.7874936262 4492937.179990205, 576367.6491184406 4492743.054424699, 576213.2830139319 4492572.338382685, 575855.7084995259 4492125.392739218, 576448.1059683945 4491724.195453872, 576825.6850800829 4491477.944012176, 576909.6604040442 4491451.551185369, 576876.5467388754 4491384.666408065, 576841.4180345436 4491357.045438207, 576774.4904668408 4491369.183701001, 576729.1926901266 4491391.165894017, 576638.1693293267 4491241.908530348, 575783.4499818764 4491791.966794299, 575607.9893331409 4491555.288711275, 575468.1802117361 4491373.486008162, 575361.4328646156 4491442.740810253, 575332.6912307612 4491463.634834706, 575572.081114905 4491788.981973957, 575455.3500224267 4491871.975865481, 575266.0981498429 4492023.982417535, 575101.7310056607 4492163.013986005, 575292.7826376488 4492369.958163792, 575002.2757453675 4492569.635877593, 574973.1498187192 4492578.999561917, 574973.8561234907 4492668.784903103, 574985.6673793249 4492694.554493719, 575019.9998035301 4492721.352145023, 575071.3013938561 4492741.106648753, 575151.2213166726 4492795.617615075, 575182.6010297467 4492795.934088553, 575263.5669552371 4492826.409503243, 575338.0386261051 4492862.43090582, 575366.7611239167 4492886.768305309, 575388.6899350029 4492946.305622544, 575441.5090809169 4492974.89456599, 575501.4228563046 4493017.983640078, 575514.6622481989 4493061.401403639, 575538.0929011606 4493131.373098142, 575579.5667964841 4493179.867224408, 575585.8063069655 4493187.16292752, 575799.3023101263 4493398.528819046, 575844.5902777222 4493455.095253192, 575944.2916926866 4493383.173336743))",NYStatenIsland1940,303.42742919921875,303.2439880371094,299.75286865234375,307.2028503417969,1.144984483718872,1726.0
26,New Dorp,C16,C,"POLYGON ((574722.5970062485 4492305.72319358, 574638.0443826709 4492190.643819653, 574924.4337465584 4491980.67912458, 574806.6258173292 4491871.27134504, 575129.7538743151 4491611.166850242, 575332.6912307612 4491463.634834706, 575361.4328646156 4491442.740810253, 574823.0306534367 4490717.542567579, 574353.9320019843 4491084.472775731, 574569.9037785124 4491399.908055701, 574447.5317291138 4491522.682581246, 574436.9814841816 4491533.267693249, 574328.6013195134 4491627.187922191, 574296.5634029016 4491934.713200604, 574264.9307937954 4491962.963016491, 574206.5746718277 4492014.489647626, 573994.0192747191 4492044.442939541, 573982.8155565604 4492087.254069019, 573961.3109208274 4492125.519534674, 573934.0099504398 4492139.678284321, 573849.4432364098 4492141.606111671, 573868.2690585224 4492278.320050971, 573870.1148720881 4492396.576979026, 573891.6713242596 4492410.468083051, 574265.171846043 4492298.747081296, 574274.8202968736 4492360.167176718, 574444.4072237891 4492482.100518237, 574287.4118522805 4492731.832808471, 574357.7085630103 4492823.913104201, 574577.9087429052 4492651.168968579, 574635.6231466697 4492372.187996024, 574722.5970062485 4492305.72319358))",NYStatenIsland1940,303.0848693847656,302.7633972167969,295.8580017089844,306.4873046875,1.8827320337295528,1301.0
27,Oakwood,C17,C,"POLYGON ((575079.6766123679 4490021.533262745, 574957.2146964023 4489951.74161707, 574843.8699435566 4489888.919908168, 574403.6902983165 4490243.289014325, 574700.1194154894 4490544.531698818, 574733.1014465733 4490506.375028105, 574757.6569257781 4490465.728377898, 574789.3116409386 4490439.585568357, 574843.7725752325 4490426.901778912, 574887.6698434366 4490384.0437193, 574935.394929569 4490320.777269429, 574985.1848487856 4490292.411443464, 575034.8421497089 4490277.274944225, 575089.7162757665 4490223.702593577, 575103.3117603143 4490192.567408442, 575099.4873290613 4490092.697772076, 575079.6766123679 4490021.533262745))",NYStatenIsland1940,303.20489501953125,303.1822204589844,301.80987548828125,303.9820251464844,0.4110795557498932,278.0
28,Richmond,C18,C,"POLYGON ((572736.5808190575 4491636.978208781, 573237.5094805711 4491740.357105508, 573492.62249681 4491781.949233245, 573718.3665586322 4491893.906581796, 573829.2749271251 4491970.15974567, 573840.6748375207 4491972.140266934, 573862.9169256486 4491976.004408368, 573994.0192747191 4492044.442939541, 574206.5746718277 4492014.489647626, 574264.9307937954 4491962.963016491, 574076.5440280192 4491888.939199069, 574026.5832988244 4491854.873099428, 573789.1259102246 4491757.82129829, 573630.594905385 4491715.66889446, 573186.7040804946 4491638.144421872, 573188.9555055141 4491562.506661314, 573204.3075212426 4491433.382448602, 573233.4777200075 4491331.449983357, 573079.7484697809 4491311.401894789, 573116.4337702462 4491109.82441719, 573172.6675009066 4491018.174683743, 573389.6618350093 4491050.873908261, 573376.1995008861 4491140.938100556, 573383.5421930923 4491161.555048717, 573497.5526307258 4491179.714859015, 573811.0483798638 4491067.56025466, 573719.559474848 4490908.307389959, 573986.396132298 4490886.39565509, 573943.2527941526 4490820.914236211, 573935.3691817623 4490825.357193372, 573918.3661353616 4490815.166394926, 573901.0486744603 4490785.930152145, 573898.8897677094 4490739.806067806, 573744.5824955648 4490593.955542167, 573612.0990820206 4490468.053933231, 573579.2728415678 4490515.47797091, 573491.483867954 4490602.410259266, 573391.6480706296 4490686.818504071, 573348.1279808622 4490692.403796006, 572862.2210052051 4490995.521969583, 572408.5505214086 4491290.072122648, 572487.8737969344 4491409.49714757, 572492.6341294303 4491499.334564024, 572608.4469687308 4491507.676759223, 572600.1895779769 4491611.816929223, 572676.5219126453 4491624.585917782, 572736.5808190575 4491636.978208781))",NYStatenIsland1940,302.8498840332031,302.6917724609375,299.56964111328125,305.6092224121094,1.17656672000885,978.0
29,Great Kills,C19,C,"POLYGON ((571963.684400988 4489272.922040951, 571944.1938001228 4489206.974906896, 571870.580907176 4489076.349388812, 571656.0083345901 4489046.622559797, 571627.1182394942 4489184.7044562, 571562.7317299666 4489392.589689247, 571472.6083580226 4489661.367750344, 571725.4708993548 4489735.964726124, 571549.827556328 4490213.39049888, 571758.4699634979 4490280.543646005, 571801.6326773016 4490186.743433701, 571888.9867307297 4489997.145358641, 571959.2018960166 4489811.387465258, 572023.1704436168 4489647.617511209, 572034.7029116644 4489599.614758334, 571883.2614814052 4489547.032673201, 571963.684400988 4489272.922040951))",NYStatenIsland1940,302.7829895019531,302.65179443359375,299.3864440917969,304.9273681640625,1.1270941495895386,423.0
30,Tompkinsville,C2,C,"POLYGON ((577727.4926521594 4498802.453375026, 577643.5205085792 4498701.257828916, 577537.3188476517 4498649.690014785, 577505.3732266971 4498648.15569092, 577470.2124824476 4498665.810943737, 577420.5899602078 4498624.445519791, 577331.1124316568 4498472.131979185, 577343.4846768357 4498442.223922164, 577167.4773174631 4498143.02708768, 577087.8065362422 4498218.170051425, 577065.9098491927 4498238.822578606, 576930.7978358604 4498357.573248529, 576871.6906862031 4498358.1637816, 576820.1573992758 4498442.936020991, 577091.3814692275 4498574.297380903, 577076.4741226416 4498616.193399244, 577175.8470684543 4498686.9068108, 577376.0181150911 4498806.72524812, 577479.1113081485 4498751.331730667, 577544.7104817125 4498791.021298083, 577679.9280513811 4498854.905288663, 577727.4926521594 4498802.453375026))",NYStatenIsland1940,302.23748779296875,302.2017517089844,299.6202697753906,304.097412109375,0.9718345403671264,241.0
31,Great Kills,C20,C,"POLYGON ((572646.9874585826 4488192.676725964, 572399.6736380716 4488371.535900742, 572308.8345297049 4488273.608388798, 572115.964106585 4487901.990551977, 571662.0511873971 4487375.444748539, 571394.5471369391 4487554.697745229, 571261.8194975867 4487709.039041108, 571211.1656650448 4487785.55706311, 571291.8953006802 4487848.088566373, 571336.6989138862 4487793.974457068, 571604.6289384197 4487983.425180826, 571706.7676771125 4488079.851956473, 571638.5456820638 4488140.955526864, 571895.72763131 4488399.280448117, 571972.1945409206 4488401.621526138, 571990.3322698887 4488441.095829908, 572014.4618872835 4488610.554345615, 572014.9186885498 4488646.649056676, 572150.4218320049 4488704.899981237, 572230.4627682677 4488670.386170173, 572249.0899408006 4488575.929516952, 572319.0709665748 4488499.613655911, 572378.681077259 4488579.591304617, 572467.2188846397 4488499.446687512, 572496.287017684 4488490.906735214, 572619.6680228849 4488636.469069152, 572811.0733261454 4488823.595698801, 572959.5311641896 4488708.756311098, 572984.7463838393 4488682.5367502, 572937.0548216944 4488619.513953694, 572909.1207140507 4488594.378625211, 572894.2319748559 4488552.528331479, 572763.390190272 4488429.343859548, 572706.9250733072 4488357.412577545, 572669.9763587419 4488265.619888708, 572660.8773034852 4488207.783617343, 572646.9874585826 4488192.676725964))",NYStatenIsland1940,303.1891784667969,303.2550964355469,299.9621887207031,305.2413635253906,0.7727416157722473,863.0
32,Eltingville,C21,C,"MULTIPOLYGON (((571026.217500288 4486858.254484233, 570736.1369130213 4486684.632303914, 570572.4113640406 4487008.572479422, 570702.7326882411 4487086.813716583, 570671.2328014093 4487160.514953333, 570819.6560161349 4487240.131356201, 571026.217500288 4486858.254484233)), ((570913.4039709774 4487862.261265302, 570621.3046018719 4487586.778718061, 570396.2505465194 4487970.058271243, 570396.1162612326 4488176.387012667, 570112.9599501219 4488362.601903311, 570274.8513363999 4488613.150261634, 570400.2465285913 4488634.783165598, 570319.1135384843 4489042.425767685, 570270.0424822798 4489401.632468493, 570461.3822760502 4489429.098319486, 570392.9753507241 4489853.455983674, 570687.2478967028 4490060.712888175, 570729.3780288739 4489862.250921915, 570814.5900379558 4489280.878528479, 570918.7543732563 4488739.741433742, 570662.8276683337 4488644.28227408, 570649.4303143173 4488613.679396279, 570656.4097219334 4488556.803016619, 570693.4501512848 4488471.338252007, 570779.1383300511 4488350.24249795, 571054.6148001197 4487999.957313228, 570913.4039709774 4487862.261265302)))",NYStatenIsland1940,303.3897399902344,303.35101318359375,299.93060302734375,306.1255187988281,0.7651159763336182,1336.0
33,Annadale,C22,C,"MULTIPOLYGON (((570336.0055206793 4486491.569306245, 570234.630628799 4486480.988489559, 570147.5245794277 4486494.609875581, 570006.0061143496 4486513.738728799, 569923.7011900892 4486659.773381838, 570184.0386115522 4486851.133674378, 570335.4162335955 4486554.137353611, 570336.0055206793 4486491.569306245)), ((569913.4611662292 4488866.392129975, 569894.7550665844 4488714.642279238, 569850.4008460634 4488636.433509719, 569737.9979937326 4488516.685683375, 570016.331035882 4488370.918071721, 569899.0045838556 4488174.923278742, 570111.3132412564 4487859.296743725, 569888.1903257763 4487695.98434371, 569740.0017073322 4487612.783942129, 569545.6406024338 4487472.205083237, 569688.759969402 4487193.192912846, 569425.4940825201 4487035.321938534, 569388.3551121367 4487023.946911753, 569311.4787115954 4487172.635237493, 569424.7572780205 4487222.819416839, 569294.112451866 4487416.926113418, 569194.6715821601 4487372.688807322, 569043.1386207939 4487649.620066388, 569215.6295644325 4487717.791509005, 569278.1827907845 4487571.587059024, 569378.3212965082 4487627.060286226, 569632.9865674623 4487949.464462348, 569656.7703610759 4488075.610398878, 569638.6987950638 4488113.940434751, 569602.3942829455 4488121.622374727, 569453.9574378668 4488065.699963773, 568565.8693286735 4488676.650828491, 568630.9314738129 4488780.704892673, 568550.7397997803 4488833.700228795, 568551.4343020167 4488845.736169975, 568720.1424863811 4488972.394453724, 568769.0111671871 4489085.920010533, 568783.1610989464 4489122.939949101, 569386.3197011054 4488758.81880974, 569587.3090045023 4489048.59717385, 569592.963779289 4489132.854547769, 569869.4315708244 4489183.554721965, 569894.4825570422 4489087.555939538, 569913.4611662292 4488866.392129975)))",NYStatenIsland1940,302.4058532714844,301.6634216308594,295.4857177734375,305.04345703125,2.2090744972229004,1610.0
34,"Hugenot, Prince's Bay, Pleasant Plains",C23,C,"MULTIPOLYGON (((568449.1056465345 4487091.062519692, 568523.823548874 4486956.382392472, 568744.1998291827 4487073.719580259, 568850.2831344464 4486922.284833251, 568933.3956956654 4486751.584167869, 568738.2602054588 4486625.444007632, 568823.4419547662 4486448.737639153, 568892.2441325366 4486301.961160498, 568820.1460123064 4486260.181333631, 568668.6477753358 4486532.548972619, 568541.6583237418 4486768.033009113, 568495.5773218989 4486743.544400644, 568422.3948098669 4486886.264501153, 568348.9862752625 4487031.988682419, 568449.1056465345 4487091.062519692)), ((568478.8599027159 4488236.705371127, 568517.9482807277 4488144.82939493, 568329.4105243188 4488070.916577717, 568507.1731354314 4487564.227084323, 568315.1974088263 4487534.394012274, 568399.9772664466 4487289.519844758, 568001.8252134272 4487129.464673026, 567914.6392589461 4487308.150592518, 567728.9666681145 4487248.309085836, 567753.3716101922 4487110.160258601, 567856.0163257213 4486954.551763541, 567860.5407681924 4486947.692755842, 567885.4177549018 4486868.7040225, 567705.0485334299 4486777.82340062, 567617.0887956456 4486708.84002876, 567631.5984790907 4486662.844982447, 567687.4983923284 4486492.881707651, 567732.4042080645 4486536.408017544, 567788.8315324518 4486419.595165576, 567833.873835474 4486448.082043467, 567838.0687734827 4486439.838242879, 568176.2480921234 4485775.294281502, 568016.099264764 4485672.543562552, 567880.7040542852 4485615.150208745, 567817.1748498946 4485598.261195122, 567775.2445729929 4485587.114528959, 567498.7312823576 4485436.181061137, 567465.8168592383 4485401.784541211, 567334.548093434 4485332.401466164, 567168.1395130544 4485251.671823449, 566789.5079738748 4484920.309901666, 566537.4285153706 4485864.81400368, 566282.016762601 4485830.451844575, 566308.7172946669 4485998.16408, 566180.7558304647 4486010.065975566, 566038.4622919159 4486048.919736739, 566059.3847387672 4486187.493639883, 566054.8483482344 4486358.931832335, 566069.6501184774 4486506.47080348, 565974.187844531 4486942.820071068, 565818.0249917326 4486958.48798067, 565870.259875306 4487427.197300181, 566214.5340246814 4487423.224276863, 566351.8784878058 4486805.78619272, 566457.9536780129 4486536.990905812, 566462.3548396063 4486494.913890368, 566763.8938652219 4486546.739182898, 567080.743844 4486574.647677506, 567085.9816649463 4486663.939929934, 567361.9479172122 4486759.679387623, 567333.7401204199 4486873.736197186, 567286.4632821697 4486981.603263934, 567268.5664456383 4487068.677017311, 567181.2699841735 4487037.810178223, 567127.0108481725 4487250.894181997, 567045.6142161763 4487572.013328645, 566981.6120603195 4487862.195310455, 566915.5030777211 4488163.375650323, 567027.1831069663 4488167.385307281, 567137.7215164523 4488186.424666321, 567161.7158242718 4488092.400557568, 567174.7035554964 4487991.258217368, 567278.9889830595 4488034.305386707, 567363.7926091314 4487782.418967174, 567506.3050167843 4487382.654884826, 567831.4104007803 4487494.890360526, 567800.2605826587 4487599.884009626, 567920.6055609685 4487648.101305382, 568194.4390413514 4487751.861868539, 568037.9713603191 4488133.420846744, 568098.0521262219 4488167.053121462, 568258.668194062 4488212.63242382, 568280.2695626842 4488161.699877012, 568478.8599027159 4488236.705371127)))",NYStatenIsland1940,301.7310485839844,301.3213806152344,295.9488830566406,305.7289733886719,1.9110653400421145,4126.0
35,Tottonville,C24,C,"POLYGON ((563524.1990556942 4484851.914743824, 563636.6834338519 4484696.405909584, 563705.7482221667 4484721.066350879, 563842.4027085957 4484754.328437871, 563916.6927589035 4484827.17855777, 563994.526152332 4484862.347236457, 564035.3839658372 4484888.373503944, 564067.2853071666 4484925.556295197, 564096.8457334148 4484953.892870069, 564158.5475527355 4484991.331532029, 564214.5211418505 4485039.151986129, 564244.7342641406 4485085.146282547, 564436.5096019279 4484890.217256176, 564495.683255395 4484940.475205823, 564546.9610713918 4484972.210583333, 564599.5511357839 4485038.459278939, 564842.6679455962 4485240.351541611, 564839.2722704082 4485260.380652073, 564978.9692992481 4485405.212206925, 565026.333663279 4485145.665919359, 565120.1487249394 4484732.456653295, 564956.9534875862 4484694.928158756, 565001.4787784124 4484484.28048623, 565057.1649751572 4484287.365936696, 564875.0452799265 4484201.525482101, 564581.7236510458 4484118.739108731, 564691.4289185415 4483636.589836148, 564663.3237784842 4483625.913927256, 564551.0273973383 4483568.767108015, 564164.3935612646 4483465.925096259, 564149.1903756744 4483547.652294212, 563998.9055282662 4484068.78762916, 563932.0304661206 4484258.397291485, 563734.3121991396 4484205.351781573, 563575.0925610764 4484171.897558539, 563370.9118113865 4484120.411157713, 563307.3227325374 4484114.254986284, 563157.1297139192 4484060.824245372, 563104.2054299428 4484413.453184639, 563142.2061114847 4484396.923228331, 563262.2252169473 4484397.938286932, 563363.6102206995 4484696.492481234, 563394.0885298735 4484711.996549798, 563389.7208640395 4484752.079195158, 563524.1990556942 4484851.914743824))",NYStatenIsland1940,302.71990966796875,302.4519348144531,297.2991638183594,305.22088623046875,1.1773653030395508,1944.0
